id,oracion_id,oracion_original,oracion_limpia,oracion_sinStopWords,presidente,vicepresidente,lista,Partido
AG3,147,"Entonces, no estamos en contra del uso de los combustibles fósiles, no es lo que se nos pide a los países como Ecuador, pero la minería submarina como tal que recién se descubre tiene muchas cosas que hay que analizar antes de poder explotar los minerales y todo el oro y todo el cobre que se puede encontrar dentro de la parte submarina de un país cuya industria pesquera y atunerada millones de empleos de manera diferenciada.",entonces no estamos en contra del uso de los combustibles fosiles no es lo que se nos pide a los paises como ecuador pero la mineria submarina como tal que recien se descubre tiene muchas cosas que hay que analizar antes de poder explotar los minerales y todo el oro y todo el cobre que se puede encontrar dentro de la parte submarina de un pais cuya industria pesquera y atunerada millones de empleos de manera diferenciada,entonces uso combustibles fosiles pide paises ecuador mineria submarina tal recien descubre muchas cosas analizar poder explotar minerales oro cobre puede encontrar dentro parte submarina pais cuya industria pesquera atunerada millones empleos manera diferenciada,ANDREA GONZALEZ,GALO MONCAYO,3.0,PARTIDO SOCIEDAD PATRIÓTICA 21 DE ENERO
AG3,148,"Entonces, el gas del golfo sí, está la tubería hecha, la necesitamos, la minería submarina es un tema que hay que analizar con mucho detenimiento.",entonces el gas del golfo si esta la tuberia hecha la necesitamos la mineria submarina es un tema que hay que analizar con mucho detenimiento,entonces gas golfo si tuberia hecha necesitamos mineria submarina tema analizar detenimiento,ANDREA GONZALEZ,GALO MONCAYO,3.0,PARTIDO SOCIEDAD PATRIÓTICA 21 DE ENERO
AG3,149,Pero el campo de amistad es una parte del bloque 6 del golfo.,pero el campo de amistad es una parte del bloque del golfo,campo amistad parte bloque golfo,ANDREA GONZALEZ,GALO MONCAYO,3.0,PARTIDO SOCIEDAD PATRIÓTICA 21 DE ENERO
AG3,150,¿Estás pensando en una prospección en todo el offshore?,estas pensando en una prospeccion en todo el offshore,pensando prospeccion offshore,ANDREA GONZALEZ,GALO MONCAYO,3.0,PARTIDO SOCIEDAD PATRIÓTICA 21 DE ENERO
AG3,151,"Sí, por supuesto, tenemos que tener y nosotros somos lo que hemos propuesto desde el año pasado al Contador Nacional de Recursos No Renovables.",si por supuesto tenemos que tener y nosotros somos lo que hemos propuesto desde el ano pasado al contador nacional de recursos no renovables,si supuesto tener propuesto ano pasado contador nacional recursos renovables,ANDREA GONZALEZ,GALO MONCAYO,3.0,PARTIDO SOCIEDAD PATRIÓTICA 21 DE ENERO
AG3,152,Nosotros no podemos seguir dando un cheque en blanco a cada señor que se sienta en Carondelet cada cuatro años.,nosotros no podemos seguir dando un cheque en blanco a cada senor que se sienta en carondelet cada cuatro anos,podemos seguir dando cheque blanco cada senor sienta carondelet cada cuatro anos,ANDREA GONZALEZ,GALO MONCAYO,3.0,PARTIDO SOCIEDAD PATRIÓTICA 21 DE ENERO
AG3,153,"Necesitamos saber y tener claros cuántos barriles de petróleo quedan, más claro que tenemos, cuántas toneladas de oro, cuántas toneladas de cobre y si este es un número dinámico que va moviéndose según los descubrimientos de nuevos yacimientos, pero esa información tiene que ser pública, real y precisa.",necesitamos saber y tener claros cuantos barriles de petroleo quedan mas claro que tenemos cuantas toneladas de oro cuantas toneladas de cobre y si este es un numero dinamico que va moviendose segun los descubrimientos de nuevos yacimientos pero esa informacion tiene que ser publica real y precisa,necesitamos saber tener claros cuantos barriles petroleo quedan mas claro cuantas toneladas oro cuantas toneladas cobre si numero dinamico va moviendose segun descubrimientos nuevos yacimientos informacion ser publica real precisa,ANDREA GONZALEZ,GALO MONCAYO,3.0,PARTIDO SOCIEDAD PATRIÓTICA 21 DE ENERO
AG3,154,"Entonces, en tanto y en cuanto sepamos cuántas joyas heredó la abuela, podemos invertir para la familia, sino seguimos en este ciclo de pagar la tarjeta de crédito del vanguardo de turno que está sentado en Carondelet a costa de la herencia de todos, porque las joyas de las abuelas son para todos y se acaban, no hay más.",entonces en tanto y en cuanto sepamos cuantas joyas heredo la abuela podemos invertir para la familia sino seguimos en este ciclo de pagar la tarjeta de credito del vanguardo de turno que esta sentado en carondelet a costa de la herencia de todos porque las joyas de las abuelas son para todos y se acaban no hay mas,entonces cuanto sepamos cuantas joyas heredo abuela podemos invertir familia sino seguimos ciclo pagar tarjeta credito vanguardo turno sentado carondelet costa herencia joyas abuelas acaban mas,ANDREA GONZALEZ,GALO MONCAYO,3.0,PARTIDO SOCIEDAD PATRIÓTICA 21 DE ENERO
AG3,155,Hemos visto esta visión de utilizar nuestros recursos no renovables para pagar incendios.,hemos visto esta vision de utilizar nuestros recursos no renovables para pagar incendios,visto vision utilizar recursos renovables pagar incendios,ANDREA GONZALEZ,GALO MONCAYO,3.0,PARTIDO SOCIEDAD PATRIÓTICA 21 DE ENERO
AG3,156,"Nos han convencido que somos pobres, ignorantes, ineficientes y que sólo podemos sobrevivir a costa de vender los recursos no renovables.",nos han convencido que somos pobres ignorantes ineficientes y que solo podemos sobrevivir a costa de vender los recursos no renovables,convencido pobres ignorantes ineficientes solo podemos sobrevivir costa vender recursos renovables,ANDREA GONZALEZ,GALO MONCAYO,3.0,PARTIDO SOCIEDAD PATRIÓTICA 21 DE ENERO
AG3,157,"Los recursos no renovables se invierten, no sirven para pagar la cuenta de la tarjeta de la fin de mes.",los recursos no renovables se invierten no sirven para pagar la cuenta de la tarjeta de la fin de mes,recursos renovables invierten sirven pagar cuenta tarjeta fin mes,ANDREA GONZALEZ,GALO MONCAYO,3.0,PARTIDO SOCIEDAD PATRIÓTICA 21 DE ENERO
AG3,158,Creemos que esta crisis económica deriva de una crisis política en la cual una ideología se tomó el plan de país de los próximos 50 años como personal y propia.,creemos que esta crisis economica deriva de una crisis politica en la cual una ideologia se tomo el plan de pais de los proximos anos como personal y propia,creemos crisis economica deriva crisis politica ideologia tomo plan pais proximos anos personal propia,ANDREA GONZALEZ,GALO MONCAYO,3.0,PARTIDO SOCIEDAD PATRIÓTICA 21 DE ENERO
AG3,159,"Y un poco esta generación, debo admitirlo, la que en estos momentos de estado de universidad sí está participando activamente en la política y se da cuenta de que este límite de tiempo de la bonanza petrolera que se nos acaba en 10 años, los pone a trabajar en función de objetivos y metas más que ideales de partidos políticos que en realidad no existen en este país.",y un poco esta generacion debo admitirlo la que en estos momentos de estado de universidad si esta participando activamente en la politica y se da cuenta de que este limite de tiempo de la bonanza petrolera que se nos acaba en anos los pone a trabajar en funcion de objetivos y metas mas que ideales de partidos politicos que en realidad no existen en este pais,generacion debo admitirlo momentos universidad si participando activamente politica da cuenta limite tiempo bonanza petrolera acaba anos pone trabajar funcion objetivos metas mas ideales partidos politicos realidad existen pais,ANDREA GONZALEZ,GALO MONCAYO,3.0,PARTIDO SOCIEDAD PATRIÓTICA 21 DE ENERO
AG3,160,No existe la izquierda derecha en este país.,no existe la izquierda derecha en este pais,existe izquierda derecha pais,ANDREA GONZALEZ,GALO MONCAYO,3.0,PARTIDO SOCIEDAD PATRIÓTICA 21 DE ENERO
AG3,161,"En mi opinión, en lo último debate que hubo en la izquierda derecha fue el de Borja con Ferez Cordero.",en mi opinion en lo ultimo debate que hubo en la izquierda derecha fue el de borja con ferez cordero,opinion ultimo debate izquierda derecha borja ferez cordero,ANDREA GONZALEZ,GALO MONCAYO,3.0,PARTIDO SOCIEDAD PATRIÓTICA 21 DE ENERO
AG3,162,"De ahí en adelante fueron todos unos populistas cada uno más psicópatas que el otro, pero en general populismo puro y duro, insostenible, financieramente insostenible para la salud de este país de nuestras personas.",de ahi en adelante fueron todos unos populistas cada uno mas psicopatas que el otro pero en general populismo puro y duro insostenible financieramente insostenible para la salud de este pais de nuestras personas,ahi adelante populistas cada mas psicopatas general populismo puro duro insostenible financieramente insostenible salud pais personas,ANDREA GONZALEZ,GALO MONCAYO,3.0,PARTIDO SOCIEDAD PATRIÓTICA 21 DE ENERO
AG3,163,"Creemos que el cobro está en un estado insostenible, pero no fue siempre así.",creemos que el cobro esta en un estado insostenible pero no fue siempre asi,creemos cobro insostenible siempre asi,ANDREA GONZALEZ,GALO MONCAYO,3.0,PARTIDO SOCIEDAD PATRIÓTICA 21 DE ENERO
AG3,164,El cobro caminaba hacia hacer un país para 500 años.,el cobro caminaba hacia hacer un pais para anos,cobro caminaba hacia hacer pais anos,ANDREA GONZALEZ,GALO MONCAYO,3.0,PARTIDO SOCIEDAD PATRIÓTICA 21 DE ENERO
AG3,165,"Nos hablamos siempre con la salda a cada candidato, ¿no?",nos hablamos siempre con la salda a cada candidato no,hablamos siempre salda cada candidato,ANDREA GONZALEZ,GALO MONCAYO,3.0,PARTIDO SOCIEDAD PATRIÓTICA 21 DE ENERO
AG3,166,"Llega el bodeguete, dice, vamos al petróleo.",llega el bodeguete dice vamos al petroleo,llega bodeguete dice vamos petroleo,ANDREA GONZALEZ,GALO MONCAYO,3.0,PARTIDO SOCIEDAD PATRIÓTICA 21 DE ENERO
AG3,167,"Pero claro, la torta no se la puede solo ver desde ese lado, el extractivismo.",pero claro la torta no se la puede solo ver desde ese lado el extractivismo,claro torta puede solo ver lado extractivismo,ANDREA GONZALEZ,GALO MONCAYO,3.0,PARTIDO SOCIEDAD PATRIÓTICA 21 DE ENERO
AG3,168,¿Qué otras oportunidades dejen en también uno de las cosas nuevas?,que otras oportunidades dejen en tambien uno de las cosas nuevas,oportunidades dejen tambien cosas nuevas,ANDREA GONZALEZ,GALO MONCAYO,3.0,PARTIDO SOCIEDAD PATRIÓTICA 21 DE ENERO
AG3,169,Porque ya saben lo que tenemos.,porque ya saben lo que tenemos,saben,ANDREA GONZALEZ,GALO MONCAYO,3.0,PARTIDO SOCIEDAD PATRIÓTICA 21 DE ENERO
AG3,170,"Panano, camarón, que es lo más potente de nivel de exportación.",panano camaron que es lo mas potente de nivel de exportacion,panano camaron mas potente nivel exportacion,ANDREA GONZALEZ,GALO MONCAYO,3.0,PARTIDO SOCIEDAD PATRIÓTICA 21 DE ENERO
AG3,171,"Se está haciendo con otro producto también, pero ¿qué otras cosas tú ves con posibilidades ecuadoras?",se esta haciendo con otro producto tambien pero que otras cosas tu ves con posibilidades ecuadoras,haciendo producto tambien cosas ves posibilidades ecuadoras,ANDREA GONZALEZ,GALO MONCAYO,3.0,PARTIDO SOCIEDAD PATRIÓTICA 21 DE ENERO
AG3,172,"El cuadro tiene un problema y es que el ecuatoriano promedio es un fiel reflejo de su gobierno, o al revés, vamos a decirlo así.",el cuadro tiene un problema y es que el ecuatoriano promedio es un fiel reflejo de su gobierno o al reves vamos a decirlo asi,cuadro problema ecuatoriano promedio fiel reflejo gobierno reves vamos decirlo asi,ANDREA GONZALEZ,GALO MONCAYO,3.0,PARTIDO SOCIEDAD PATRIÓTICA 21 DE ENERO
AG3,173,Entonces pides un préstamo para pagar la tarjeta y luego pides otro préstamo para pagar ese préstamo.,entonces pides un prestamo para pagar la tarjeta y luego pides otro prestamo para pagar ese prestamo,entonces pides prestamo pagar tarjeta luego pides prestamo pagar prestamo,ANDREA GONZALEZ,GALO MONCAYO,3.0,PARTIDO SOCIEDAD PATRIÓTICA 21 DE ENERO
AG3,174,"Tú te tienes que tapar hasta donde llegue a la sábana, decían las abuelitas.",tu te tienes que tapar hasta donde llegue a la sabana decian las abuelitas,tapar llegue sabana decian abuelitas,ANDREA GONZALEZ,GALO MONCAYO,3.0,PARTIDO SOCIEDAD PATRIÓTICA 21 DE ENERO
AG3,175,El cuadro llegó a tener en su momento más de 40 ministerios.,el cuadro llego a tener en su momento mas de ministerios,cuadro llego tener momento mas ministerios,ANDREA GONZALEZ,GALO MONCAYO,3.0,PARTIDO SOCIEDAD PATRIÓTICA 21 DE ENERO
AG3,176,Entonces no hay manera que alcance la torta para tanta gente.,entonces no hay manera que alcance la torta para tanta gente,entonces manera alcance torta tanta gente,ANDREA GONZALEZ,GALO MONCAYO,3.0,PARTIDO SOCIEDAD PATRIÓTICA 21 DE ENERO
AG3,177,La insostenibilidad de los proyectos que se hicieron durante la bonaza petrolera mayor que tenía el país en los últimos 10 años.,la insostenibilidad de los proyectos que se hicieron durante la bonaza petrolera mayor que tenia el pais en los ultimos anos,insostenibilidad proyectos hicieron bonaza petrolera mayor tenia pais ultimos anos,ANDREA GONZALEZ,GALO MONCAYO,3.0,PARTIDO SOCIEDAD PATRIÓTICA 21 DE ENERO
AG3,178,"Esta insostenibilidad financiera de las escuelas del siglo XXI, de las escuelas del nuevo milenio, de 3.40 pico de ministerios, incluyendo uno era el del buen vivir, que pasaba abrazando árboles.",esta insostenibilidad financiera de las escuelas del siglo xxi de las escuelas del nuevo milenio de pico de ministerios incluyendo uno era el del buen vivir que pasaba abrazando arboles,insostenibilidad financiera escuelas siglo xxi escuelas nuevo milenio pico ministerios incluyendo buen vivir pasaba abrazando arboles,ANDREA GONZALEZ,GALO MONCAYO,3.0,PARTIDO SOCIEDAD PATRIÓTICA 21 DE ENERO
AG3,179,"Ya no puedo abrazar árboles, gracias, señor Fredielers.",ya no puedo abrazar arboles gracias senor fredielers,puedo abrazar arboles gracias senor fredielers,ANDREA GONZALEZ,GALO MONCAYO,3.0,PARTIDO SOCIEDAD PATRIÓTICA 21 DE ENERO
AG3,180,La realidad es que no era sostenible financieramente.,la realidad es que no era sostenible financieramente,realidad sostenible financieramente,ANDREA GONZALEZ,GALO MONCAYO,3.0,PARTIDO SOCIEDAD PATRIÓTICA 21 DE ENERO
AG3,181,"Pero si tú reduces esta cantidad de gastos ineficientes que tienes, sí puedes lograr que con ese dinero que tienes como gobierno, crees en un espacio, un ecosistema, digamos así, para generar empleo.",pero si tu reduces esta cantidad de gastos ineficientes que tienes si puedes lograr que con ese dinero que tienes como gobierno crees en un espacio un ecosistema digamos asi para generar empleo,si reduces cantidad gastos ineficientes si puedes lograr dinero gobierno crees espacio ecosistema digamos asi generar empleo,ANDREA GONZALEZ,GALO MONCAYO,3.0,PARTIDO SOCIEDAD PATRIÓTICA 21 DE ENERO
AG3,182,Nosotros no creemos que es el estado el que te tiene que dar empleo.,nosotros no creemos que es el estado el que te tiene que dar empleo,creemos dar empleo,ANDREA GONZALEZ,GALO MONCAYO,3.0,PARTIDO SOCIEDAD PATRIÓTICA 21 DE ENERO
AG3,183,El estado debe generar un ecosistema proliferable para el empleo.,el estado debe generar un ecosistema proliferable para el empleo,debe generar ecosistema proliferable empleo,ANDREA GONZALEZ,GALO MONCAYO,3.0,PARTIDO SOCIEDAD PATRIÓTICA 21 DE ENERO
AG3,184,Y eso en parte lo haces no estorbando.,y eso en parte lo haces no estorbando,parte haces estorbando,ANDREA GONZALEZ,GALO MONCAYO,3.0,PARTIDO SOCIEDAD PATRIÓTICA 21 DE ENERO
AG3,185,"Porque lo que sucede es que en estos momentos, lamentablemente, el estado se ha convertido en un vacunador.",porque lo que sucede es que en estos momentos lamentablemente el estado se ha convertido en un vacunador,sucede momentos lamentablemente convertido vacunador,ANDREA GONZALEZ,GALO MONCAYO,3.0,PARTIDO SOCIEDAD PATRIÓTICA 21 DE ENERO
AG3,186,"Para arriba, si quieren decirlo, de cuello blanco, pónganlo así.",para arriba si quieren decirlo de cuello blanco ponganlo asi,arriba si quieren decirlo cuello blanco ponganlo asi,ANDREA GONZALEZ,GALO MONCAYO,3.0,PARTIDO SOCIEDAD PATRIÓTICA 21 DE ENERO
AG3,187,"Pero si yo pongo una cafetería y quiero vender este café, la mitad de lo que yo gano aquí probablemente se dan impuestos.",pero si yo pongo una cafeteria y quiero vender este cafe la mitad de lo que yo gano aqui probablemente se dan impuestos,si pongo cafeteria quiero vender cafe mitad gano aqui probablemente dan impuestos,ANDREA GONZALEZ,GALO MONCAYO,3.0,PARTIDO SOCIEDAD PATRIÓTICA 21 DE ENERO
AG3,188,"Y sería bueno si esos impuestos hacen que yo tenga más clientes, la calle está bonita, la iluminación está linda, por lo menos no me asaltan al señor afuera de la puerta.",y seria bueno si esos impuestos hacen que yo tenga mas clientes la calle esta bonita la iluminacion esta linda por lo menos no me asaltan al senor afuera de la puerta,seria bueno si impuestos hacen mas clientes calle bonita iluminacion linda menos asaltan senor afuera puerta,ANDREA GONZALEZ,GALO MONCAYO,3.0,PARTIDO SOCIEDAD PATRIÓTICA 21 DE ENERO
AG3,189,Pero la realidad es que esos impuestos no se reflejan en nada.,pero la realidad es que esos impuestos no se reflejan en nada,realidad impuestos reflejan,ANDREA GONZALEZ,GALO MONCAYO,3.0,PARTIDO SOCIEDAD PATRIÓTICA 21 DE ENERO
AG3,190,"Y encima, lamentablemente, y no digo que esto pasa en todo el país, pero en la gran mayoría del país es así, ese permiso probablemente me costó una coima de un funcionario público.",y encima lamentablemente y no digo que esto pasa en todo el pais pero en la gran mayoria del pais es asi ese permiso probablemente me costo una coima de un funcionario publico,encima lamentablemente digo pasa pais gran mayoria pais asi permiso probablemente costo coima funcionario publico,ANDREA GONZALEZ,GALO MONCAYO,3.0,PARTIDO SOCIEDAD PATRIÓTICA 21 DE ENERO
AG3,191,Y engordé las filas de la corrupción para poder que darte impuestos a ti mismo.,y engorde las filas de la corrupcion para poder que darte impuestos a ti mismo,engorde filas corrupcion poder darte impuestos mismo,ANDREA GONZALEZ,GALO MONCAYO,3.0,PARTIDO SOCIEDAD PATRIÓTICA 21 DE ENERO
AG3,192,"Por suerte, tenemos la inteligencia artificial y los procesos tecnológicos para reemplazar esta burocracia dorada.",por suerte tenemos la inteligencia artificial y los procesos tecnologicos para reemplazar esta burocracia dorada,suerte inteligencia artificial procesos tecnologicos reemplazar burocracia dorada,ANDREA GONZALEZ,GALO MONCAYO,3.0,PARTIDO SOCIEDAD PATRIÓTICA 21 DE ENERO
AG3,193,"Y no me digan que es imposible, porque ya lo vivimos en la transición, de la banca antiguo y tradicional a la banca con cajeros automáticos.",y no me digan que es imposible porque ya lo vivimos en la transicion de la banca antiguo y tradicional a la banca con cajeros automaticos,digan imposible vivimos transicion banca antiguo tradicional banca cajeros automaticos,ANDREA GONZALEZ,GALO MONCAYO,3.0,PARTIDO SOCIEDAD PATRIÓTICA 21 DE ENERO
AG3,194,"Y mi madre, que en su momento trabajó en algún banco, como toda la ochentera de la época de Guayaquil, sabe lo que es agarrar lo que sirve de la burocracia para una transición tecnológica.",y mi madre que en su momento trabajo en algun banco como toda la ochentera de la epoca de guayaquil sabe lo que es agarrar lo que sirve de la burocracia para una transicion tecnologica,madre momento trabajo algun banco toda ochentera epoca guayaquil sabe agarrar sirve burocracia transicion tecnologica,ANDREA GONZALEZ,GALO MONCAYO,3.0,PARTIDO SOCIEDAD PATRIÓTICA 21 DE ENERO
AG3,195,Es la única manera en la cual tú puedes depurar.,es la unica manera en la cual tu puedes depurar,unica manera puedes depurar,ANDREA GONZALEZ,GALO MONCAYO,3.0,PARTIDO SOCIEDAD PATRIÓTICA 21 DE ENERO
AG3,196,"Y acerque a este señor, que al final del día te están dando los impuestos para que puedas pagarle a toda la gente que trabaja en un gobierno, pueda vender más café y mejor.",y acerque a este senor que al final del dia te estan dando los impuestos para que puedas pagarle a toda la gente que trabaja en un gobierno pueda vender mas cafe y mejor,acerque senor final dia estan dando impuestos puedas pagarle toda gente trabaja gobierno pueda vender mas cafe mejor,ANDREA GONZALEZ,GALO MONCAYO,3.0,PARTIDO SOCIEDAD PATRIÓTICA 21 DE ENERO
AG3,197,Eso se llama libertad económica.,eso se llama libertad economica,llama libertad economica,ANDREA GONZALEZ,GALO MONCAYO,3.0,PARTIDO SOCIEDAD PATRIÓTICA 21 DE ENERO
AG3,198,Y creemos que la menor participación de un estado corroído por el narco-estado profundo no tiene cabida en la vida dinámica de una economía sana.,y creemos que la menor participacion de un estado corroido por el narco estado profundo no tiene cabida en la vida dinamica de una economia sana,creemos menor participacion corroido narco profundo cabida vida dinamica economia sana,ANDREA GONZALEZ,GALO MONCAYO,3.0,PARTIDO SOCIEDAD PATRIÓTICA 21 DE ENERO
AG3,199,Y de acuerdo tiene un dato increíble.,y de acuerdo tiene un dato increible,acuerdo dato increible,ANDREA GONZALEZ,GALO MONCAYO,3.0,PARTIDO SOCIEDAD PATRIÓTICA 21 DE ENERO
AG3,200,En la mayor cantidad de mujeres emprendedoras es el porcentaje poblacional del mundo.,en la mayor cantidad de mujeres emprendedoras es el porcentaje poblacional del mundo,mayor cantidad mujeres emprendedoras porcentaje poblacional mundo,ANDREA GONZALEZ,GALO MONCAYO,3.0,PARTIDO SOCIEDAD PATRIÓTICA 21 DE ENERO
AG3,201,"Entonces, necesitas darle aire.",entonces necesitas darle aire,entonces necesitas darle aire,ANDREA GONZALEZ,GALO MONCAYO,3.0,PARTIDO SOCIEDAD PATRIÓTICA 21 DE ENERO
AG3,202,"Nosotros hemos hablado de reducir el ICE y el ISD, que ya estaban en 2.5.",nosotros hemos hablado de reducir el ice y el isd que ya estaban en,hablado reducir ice isd,ANDREA GONZALEZ,GALO MONCAYO,3.0,PARTIDO SOCIEDAD PATRIÓTICA 21 DE ENERO
AG3,203,Y la gente creemos que eso fue un error.,y la gente creemos que eso fue un error,gente creemos error,ANDREA GONZALEZ,GALO MONCAYO,3.0,PARTIDO SOCIEDAD PATRIÓTICA 21 DE ENERO
AG3,204,"Si ya ibas a subir el IVA, ibas a quitar el subsidio de los combustibles fósiles, el cual es totalmente correcto, no podía subir también el ISD y el ICE, que había acosado tanto bajarse.",si ya ibas a subir el iva ibas a quitar el subsidio de los combustibles fosiles el cual es totalmente correcto no podia subir tambien el isd y el ice que habia acosado tanto bajarse,si ibas subir iva ibas quitar subsidio combustibles fosiles totalmente correcto podia subir tambien isd ice habia acosado bajarse,ANDREA GONZALEZ,GALO MONCAYO,3.0,PARTIDO SOCIEDAD PATRIÓTICA 21 DE ENERO
AG3,205,"Entonces, nosotros hemos hablado de reducir el IVA, porque creemos que allá deberíamos ir, pero no es el momento.",entonces nosotros hemos hablado de reducir el iva porque creemos que alla deberiamos ir pero no es el momento,entonces hablado reducir iva creemos alla deberiamos ir momento,ANDREA GONZALEZ,GALO MONCAYO,3.0,PARTIDO SOCIEDAD PATRIÓTICA 21 DE ENERO
AG3,206,"Pero sí nos hemos propuesto la reducción del impuesto de consumos especiales y el impuesto de la salida de divisas, que son dos cosas que ahorita vienen a frenar más la economía.",pero si nos hemos propuesto la reduccion del impuesto de consumos especiales y el impuesto de la salida de divisas que son dos cosas que ahorita vienen a frenar mas la economia,si propuesto reduccion impuesto consumos especiales impuesto salida divisas dos cosas ahorita vienen frenar mas economia,ANDREA GONZALEZ,GALO MONCAYO,3.0,PARTIDO SOCIEDAD PATRIÓTICA 21 DE ENERO
AG3,207,Creemos que menos impuestos son más empleos y proteger a la economía sana.,creemos que menos impuestos son mas empleos y proteger a la economia sana,creemos menos impuestos mas empleos proteger economia sana,ANDREA GONZALEZ,GALO MONCAYO,3.0,PARTIDO SOCIEDAD PATRIÓTICA 21 DE ENERO
AG3,208,La economía sana no tiene ninguna protección.,la economia sana no tiene ninguna proteccion,economia sana ninguna proteccion,ANDREA GONZALEZ,GALO MONCAYO,3.0,PARTIDO SOCIEDAD PATRIÓTICA 21 DE ENERO
AG3,209,Se tiene que rajar contra la economía ilegal mientras pagan impuestos que no repercuten absolutamente nada.,se tiene que rajar contra la economia ilegal mientras pagan impuestos que no repercuten absolutamente nada,rajar economia ilegal mientras pagan impuestos repercuten absolutamente,ANDREA GONZALEZ,GALO MONCAYO,3.0,PARTIDO SOCIEDAD PATRIÓTICA 21 DE ENERO
AG3,210,"Y eso nos está costando vidas, paz, tranquilidad.",y eso nos esta costando vidas paz tranquilidad,costando vidas paz tranquilidad,ANDREA GONZALEZ,GALO MONCAYO,3.0,PARTIDO SOCIEDAD PATRIÓTICA 21 DE ENERO
AG3,211,"Creemos una libertad económica, pero por supuesto con una conciencia social y ambiental, inherentemente de un proyecto sostenible.",creemos una libertad economica pero por supuesto con una conciencia social y ambiental inherentemente de un proyecto sostenible,creemos libertad economica supuesto conciencia social ambiental inherentemente proyecto sostenible,ANDREA GONZALEZ,GALO MONCAYO,3.0,PARTIDO SOCIEDAD PATRIÓTICA 21 DE ENERO
AG3,212,"Caliata, habla usted de una palabra que me parece bastante y un poco oportuna para el guisalador, que es estorbo.",caliata habla usted de una palabra que me parece bastante y un poco oportuna para el guisalador que es estorbo,caliata habla usted palabra parece bastante oportuna guisalador estorbo,ANDREA GONZALEZ,GALO MONCAYO,3.0,PARTIDO SOCIEDAD PATRIÓTICA 21 DE ENERO
AG3,213,"Sí, hablaba en el sistema, en el sector público.",si hablaba en el sistema en el sector publico,si hablaba sistema sector publico,ANDREA GONZALEZ,GALO MONCAYO,3.0,PARTIDO SOCIEDAD PATRIÓTICA 21 DE ENERO
AG3,214,"Y en los últimos gobiernos históricamente, el presidente parecería que es un estorbo para el presidente.",y en los ultimos gobiernos historicamente el presidente pareceria que es un estorbo para el presidente,ultimos gobiernos historicamente presidente pareceria estorbo presidente,ANDREA GONZALEZ,GALO MONCAYO,3.0,PARTIDO SOCIEDAD PATRIÓTICA 21 DE ENERO
AG3,215,"Y a veces la función, obviamente la función del vicepresidente es lo que le asigna el presidente.",y a veces la funcion obviamente la funcion del vicepresidente es lo que le asigna el presidente,veces funcion obviamente funcion vicepresidente asigna presidente,ANDREA GONZALEZ,GALO MONCAYO,3.0,PARTIDO SOCIEDAD PATRIÓTICA 21 DE ENERO
AG3,216,¿Usted cree que tener vicepresidente es necesario o un candidato como usted tiene como vicepresidente puede ser tranquilamente un ministro y el Estado se ahorraría en tener una estructura adicional?,usted cree que tener vicepresidente es necesario o un candidato como usted tiene como vicepresidente puede ser tranquilamente un ministro y el estado se ahorraria en tener una estructura adicional,usted cree tener vicepresidente necesario candidato usted vicepresidente puede ser tranquilamente ministro ahorraria tener estructura adicional,ANDREA GONZALEZ,GALO MONCAYO,3.0,PARTIDO SOCIEDAD PATRIÓTICA 21 DE ENERO
AG3,217,"No son alrededor de 4 millones de dólares el presupuesto de la vicepresidencia, pero con 4 millones de dólares se le puede dar el comer a mucha gente.",no son alrededor de millones de dolares el presupuesto de la vicepresidencia pero con millones de dolares se le puede dar el comer a mucha gente,alrededor millones dolares presupuesto vicepresidencia millones dolares puede dar comer mucha gente,ANDREA GONZALEZ,GALO MONCAYO,3.0,PARTIDO SOCIEDAD PATRIÓTICA 21 DE ENERO
AG3,218,"Y bueno, te lo dice una ex candidata, la vicepresidencia, que ahora buscó un vicepresidente empoderado.",y bueno te lo dice una ex candidata la vicepresidencia que ahora busco un vicepresidente empoderado,bueno dice ex candidata vicepresidencia ahora busco vicepresidente empoderado,ANDREA GONZALEZ,GALO MONCAYO,3.0,PARTIDO SOCIEDAD PATRIÓTICA 21 DE ENERO
AG3,219,"Lamentablemente el historial de Ecuador habla de mucho vicepresidente, perdónenme la palabra, pero todos lo vamos a entender, se ruchó.",lamentablemente el historial de ecuador habla de mucho vicepresidente perdonenme la palabra pero todos lo vamos a entender se rucho,lamentablemente historial ecuador habla vicepresidente perdonenme palabra vamos entender rucho,ANDREA GONZALEZ,GALO MONCAYO,3.0,PARTIDO SOCIEDAD PATRIÓTICA 21 DE ENERO
AG3,220,"Y así es como básicamente te lo presentan al momento de escoger tú y no sabes cuando eres candidata, presidente, mujer.",y asi es como basicamente te lo presentan al momento de escoger tu y no sabes cuando eres candidata presidente mujer,asi basicamente presentan momento escoger sabes candidata presidente mujer,ANDREA GONZALEZ,GALO MONCAYO,3.0,PARTIDO SOCIEDAD PATRIÓTICA 21 DE ENERO
