ID;Oracion_ID;Oracion;Temas Clave;Partido;CandidatoPresidente;CandidatoVicePresidente;ListaPolitica
2;2235;enfoque asegurar ecuador alineado estándar internacional adoptar política ser efectivo sostenible largo plazo;política;PARTIDO SOCIEDAD UNIDA MÁS ACCIÓN, SUMA;ENRIQUE GOMEZ;INES DIAZ;23
2;2236;conclusión futuro inclusivo equitativo ecuador camino hacia igualdad género inclusión minoría ecuador ser largo desafiante ser fundamental desarrollo sostenible equitativo país;desarrollo sostenible, igualdad de género, desarrollo, igualdad;PARTIDO SOCIEDAD UNIDA MÁS ACCIÓN, SUMA;ENRIQUE GOMEZ;INES DIAZ;23
2;2237;través enfoque integral incluir reforma legal política educación concienciación empoderamiento económico acceso salud lucha decidido violencia género ecuador poder avanzar hacia futuro persona independientemente género etnia condición socioeconómico tener mismo oportunidad prosperar;ciencia, política, salud, educación;PARTIDO SOCIEDAD UNIDA MÁS ACCIÓN, SUMA;ENRIQUE GOMEZ;INES DIAZ;23
2;2238;aprender ejemplo exitoso país implementar política responder realidad necesidad mujer minoría ecuador poder construir sociedad justo inclusivo resiliente;política;PARTIDO SOCIEDAD UNIDA MÁS ACCIÓN, SUMA;ENRIQUE GOMEZ;INES DIAZ;23
2;2239;compromiso igualdad inclusión solo mejorar calidad vida persona vulnerable sino fortalecer cohesión social contribuir bienestar general nación;igualdad;PARTIDO SOCIEDAD UNIDA MÁS ACCIÓN, SUMA;ENRIQUE GOMEZ;INES DIAZ;23
2;2240;deporte historia éxito deportivo ecuador legado inspirar ecuador haber forjar rico tradición ámbito deportivo largo año lograr éxito notable diverso disciplina nivel internacional;deporte;PARTIDO SOCIEDAD UNIDA MÁS ACCIÓN, SUMA;ENRIQUE GOMEZ;INES DIAZ;23
2;2241;juego olímpico torneo tenis prestigioso pasar copa mundial fútbol atleta haber demostrar vez capacidad competir alto nivel elevar nombre ecuador escena global;;PARTIDO SOCIEDAD UNIDA MÁS ACCIÓN, SUMA;ENRIQUE GOMEZ;INES DIAZ;23
2;2242;momento memorable historia deportivo ecuador ser jefferson pérez ganar medalla oro marcha atlético juego olímpico atlanta convertir él primero único atleta ecuatoriano lograr honor;;PARTIDO SOCIEDAD UNIDA MÁS ACCIÓN, SUMA;ENRIQUE GOMEZ;INES DIAZ;23
2;2243;hazaña solo asegurar lugar historia deporte sino inspirar generación entero joven atleta país;deporte;PARTIDO SOCIEDAD UNIDA MÁS ACCIÓN, SUMA;ENRIQUE GOMEZ;INES DIAZ;23
2;2244;además pérez lograr medalla plata juego olímpico pekín consolidar estatus leyenda deportivo ecuador;;PARTIDO SOCIEDAD UNIDA MÁS ACCIÓN, SUMA;ENRIQUE GOMEZ;INES DIAZ;23
2;2245;ámbito tenis andrés gómez hacer historia ganar prestigioso torneo roland garro convertir él primero ecuatoriano obtener título grand slam;;PARTIDO SOCIEDAD UNIDA MÁS ACCIÓN, SUMA;ENRIQUE GOMEZ;INES DIAZ;23
2;2246;victoria final estadounidense andre agassi ser hito solo sino país demostrar atleta ecuatoriano poder competir triunfar escenario deportivo exigente mundo;;PARTIDO SOCIEDAD UNIDA MÁS ACCIÓN, SUMA;ENRIQUE GOMEZ;INES DIAZ;23
2;2247;fútbol haber ser campo ecuador haber dejar huella;;PARTIDO SOCIEDAD UNIDA MÁS ACCIÓN, SUMA;ENRIQUE GOMEZ;INES DIAZ;23
2;2248;clasificación selección nacional copa mundial fifa marcar hito significativo historia deporte ecuatoriano;deporte;PARTIDO SOCIEDAD UNIDA MÁS ACCIÓN, SUMA;ENRIQUE GOMEZ;INES DIAZ;23
2;2249;participación torneo haber permitir ecuador demostrar capacidad competitivo deporte ser seguir pasión país;deporte;PARTIDO SOCIEDAD UNIDA MÁS ACCIÓN, SUMA;ENRIQUE GOMEZ;INES DIAZ;23
2;2250;además jugador antonio valencia brillar manchester united haber ser embajador talento ecuatoriano liga prestigioso mundo;;PARTIDO SOCIEDAD UNIDA MÁS ACCIÓN, SUMA;ENRIQUE GOMEZ;INES DIAZ;23
2;2251;logro solo haber llenar orgullo ecuatoriano sino haber demostrar potencial atleta destacar él escena internacional;;PARTIDO SOCIEDAD UNIDA MÁS ACCIÓN, SUMA;ENRIQUE GOMEZ;INES DIAZ;23
2;2252;embargo ser fundamental reconocer éxito deporte ser fruto azar sino esfuerzo dedicación apoyo adecuado;deporte;PARTIDO SOCIEDAD UNIDA MÁS ACCIÓN, SUMA;ENRIQUE GOMEZ;INES DIAZ;23
2;2253;atleta hoy ayer merecer respeto ayuda necesario continuar levantar bandera alto podio;;PARTIDO SOCIEDAD UNIDA MÁS ACCIÓN, SUMA;ENRIQUE GOMEZ;INES DIAZ;23
2;2254;ser deber nación proporcionarl herramienta recurso necesitar seguir alcanzar nuevo altura;;PARTIDO SOCIEDAD UNIDA MÁS ACCIÓN, SUMA;ENRIQUE GOMEZ;INES DIAZ;23
2;2255;programa deportivo exitoso pequeño nación aunque ecuador haber demostrar capacidad producir atleta clase mundial poder aprender nación pequeño haber implementar programa deportivo altamente exitoso;;PARTIDO SOCIEDAD UNIDA MÁS ACCIÓN, SUMA;ENRIQUE GOMEZ;INES DIAZ;23
2;2256;continuación analizar tres ejemplo notable jamaico nuevo zelanda dinamarca;;PARTIDO SOCIEDAD UNIDA MÁS ACCIÓN, SUMA;ENRIQUE GOMEZ;INES DIAZ;23
2;2257;jamaicar poder atletismo mundial jamaicar isla pequeño caribe haber emerger potencia mundial atletismo especialmente prueba velocidad;;PARTIDO SOCIEDAD UNIDA MÁS ACCIÓN, SUMA;ENRIQUE GOMEZ;INES DIAZ;23
2;2258;éxito jamaica deporte haber ser impulsar sistema desarrollo talento extremadamente eficaz comenzar nivel escolar;deporte, desarrollo;PARTIDO SOCIEDAD UNIDA MÁS ACCIÓN, SUMA;ENRIQUE GOMEZ;INES DIAZ;23
2;2259;campeonato escolar atletismo champs ser evento anual atraer mil joven atleta país haber ser semillero talento usain bolt yohan blake shellyann fraser pryce;;PARTIDO SOCIEDAD UNIDA MÁS ACCIÓN, SUMA;ENRIQUE GOMEZ;INES DIAZ;23
2;2260;enfoque jamaica basar identificar nutrir talento edad temprano;;PARTIDO SOCIEDAD UNIDA MÁS ACCIÓN, SUMA;ENRIQUE GOMEZ;INES DIAZ;23
2;2261;entrenador altamente capacitado ser ex atleta jugar papel crucial desarrollo joven;desarrollo;PARTIDO SOCIEDAD UNIDA MÁS ACCIÓN, SUMA;ENRIQUE GOMEZ;INES DIAZ;23
2;2262;además gobierno sector privado haber invertir instalación deportivo programa entrenamiento alto rendimiento permitir atleta entrenar condición óptimo;gobierno;PARTIDO SOCIEDAD UNIDA MÁS ACCIÓN, SUMA;ENRIQUE GOMEZ;INES DIAZ;23
2;2263;resultado jamaico haber dominar prueba velocidad juego olímpico campeonato mundial atletismo último dos década;;PARTIDO SOCIEDAD UNIDA MÁS ACCIÓN, SUMA;ENRIQUE GOMEZ;INES DIAZ;23
2;2264;nuevo zelanda líder deporte equipo nuevo zelanda ser ejemplo destacado cómo nación pequeño poder sobresalir deporte equipo especialmente rugby famoso all blacks cricket;deporte;PARTIDO SOCIEDAD UNIDA MÁS ACCIÓN, SUMA;ENRIQUE GOMEZ;INES DIAZ;23
2;2265;éxito nuevo zelanda deporte deber gran medida enfoque desarrollo talento nivel comunitario escolar;deporte, desarrollo;PARTIDO SOCIEDAD UNIDA MÁS ACCIÓN, SUMA;ENRIQUE GOMEZ;INES DIAZ;23
2;2266;rugby particular profundamente arraigado cultura neozelandesa edad temprano niño participar liga juvenil ser supervisar entrenador experimentado;cultura;PARTIDO SOCIEDAD UNIDA MÁS ACCIÓN, SUMA;ENRIQUE GOMEZ;INES DIAZ;23
2;2267;gobierno nuevo zelanda haber implementar política apoyar desarrollo infraestructura deportivo país asegurar instalación entrenamiento calidad disponible área urbano rural;política, gobierno, desarrollo, infraestructura;PARTIDO SOCIEDAD UNIDA MÁS ACCIÓN, SUMA;ENRIQUE GOMEZ;INES DIAZ;23
2;2268;además haber promover programa nutrición bienestar atleta joven complementar entrenamiento físico mental;;PARTIDO SOCIEDAD UNIDA MÁS ACCIÓN, SUMA;ENRIQUE GOMEZ;INES DIAZ;23
2;2269;enfoque integral haber permitir nuevo zelanda mantener estatus nación líder deporte equipo nivel mundial;deporte;PARTIDO SOCIEDAD UNIDA MÁS ACCIÓN, SUMA;ENRIQUE GOMEZ;INES DIAZ;23
2;2270;dinamarca excelencia deporte invierno ciclismo dinamarco pesar pequeño tamaño haber lograr destacar él deporte ciclismo deporte invierno;deporte;PARTIDO SOCIEDAD UNIDA MÁS ACCIÓN, SUMA;ENRIQUE GOMEZ;INES DIAZ;23
2;2271;ciclismo dinamarco haber producir campeón tour francia haber ganar múltiple medalla olímpico;;PARTIDO SOCIEDAD UNIDA MÁS ACCIÓN, SUMA;ENRIQUE GOMEZ;INES DIAZ;23
2;2272;éxito deporte deber parte infraestructura ciclista país ser mejor mundo sistema apoyo atleta incluir entrenamiento especializado programa nutrición acceso competición internacional;deporte, infraestructura;PARTIDO SOCIEDAD UNIDA MÁS ACCIÓN, SUMA;ENRIQUE GOMEZ;INES DIAZ;23
2;2273;cuanto deporte invierno dinamarco haber invertir instalación especializado permitir atleta entrenar año pesar clima menos favorable;deporte;PARTIDO SOCIEDAD UNIDA MÁS ACCIÓN, SUMA;ENRIQUE GOMEZ;INES DIAZ;23
2;2274;además país haber promover cultura participación deporte infancia haber llevar alto tasa participación deporte recreativo competitivo;deporte, cultura;PARTIDO SOCIEDAD UNIDA MÁS ACCIÓN, SUMA;ENRIQUE GOMEZ;INES DIAZ;23
2;2275;enfoque haber resultar alto rendimiento competición internacional promoción estilo vida saludable población;salud;PARTIDO SOCIEDAD UNIDA MÁS ACCIÓN, SUMA;ENRIQUE GOMEZ;INES DIAZ;23
2;2276;plan deportivo ecuador inspirado caso éxito reconocer potencial propio atleta gobierno implementar plan integral desarrollo deportivo ecuador;gobierno, desarrollo;PARTIDO SOCIEDAD UNIDA MÁS ACCIÓN, SUMA;ENRIQUE GOMEZ;INES DIAZ;23
2;2277;plan centrar tres área clave creación oportunidad desarrollo deportivo infancia establecimiento centro alto rendimiento implementación sistema deportivo universitario similar ncaa unidos;desarrollo;PARTIDO SOCIEDAD UNIDA MÁS ACCIÓN, SUMA;ENRIQUE GOMEZ;INES DIAZ;23
2;2278;plar comida deporte educación integrado primero componente plan ser fortalecimiento educación deporte través plan comida;deporte, educación;PARTIDO SOCIEDAD UNIDA MÁS ACCIÓN, SUMA;ENRIQUE GOMEZ;INES DIAZ;23
2;2279;programa asegurar estudiante permanecer escuela tiempo participar actividad extracurricular deporte art disciplina;deporte;PARTIDO SOCIEDAD UNIDA MÁS ACCIÓN, SUMA;ENRIQUE GOMEZ;INES DIAZ;23
2;2280;solo fomentar estilo vida saludable edad temprano sino crear demanda maestro entrenador especializado actividad;salud;PARTIDO SOCIEDAD UNIDA MÁS ACCIÓN, SUMA;ENRIQUE GOMEZ;INES DIAZ;23
2;2281;aquí ser ex atleta incluido campeón nacional jugar papel crucial;;PARTIDO SOCIEDAD UNIDA MÁS ACCIÓN, SUMA;ENRIQUE GOMEZ;INES DIAZ;23
2;2282;atleta tener experiencia pasión dedicación necesario inspirar próximo generación;;PARTIDO SOCIEDAD UNIDA MÁS ACCIÓN, SUMA;ENRIQUE GOMEZ;INES DIAZ;23
2;2283;integrarlo sistema educativo entrenador mentor solo brindar nuevo carrera sino proporcionar joven ro él models concreto mostrar ser posible lograr través esfuerzo dedicación;;PARTIDO SOCIEDAD UNIDA MÁS ACCIÓN, SUMA;ENRIQUE GOMEZ;INES DIAZ;23
2;2284;ex atleta solo enseñar técnica deportivo sino inculcar valor disciplina perseverancia trabajo equipo;;PARTIDO SOCIEDAD UNIDA MÁS ACCIÓN, SUMA;ENRIQUE GOMEZ;INES DIAZ;23
2;2285;además presencia escuela comunidad ayudar crear cultura excelencia deportivo joven vean deporte solo actividad recreativo sino camino hacia éxito personal profesional;deporte, cultura;PARTIDO SOCIEDAD UNIDA MÁS ACCIÓN, SUMA;ENRIQUE GOMEZ;INES DIAZ;23
2;2286;centro alto rendimiento forjar campeón segundo componente plan ser creación red centro alto rendimiento país;;PARTIDO SOCIEDAD UNIDA MÁS ACCIÓN, SUMA;ENRIQUE GOMEZ;INES DIAZ;23
2;2287;centro ser espacio dedicado entrenamiento intensivo desarrollo atleta élite diverso disciplina;desarrollo;PARTIDO SOCIEDAD UNIDA MÁS ACCIÓN, SUMA;ENRIQUE GOMEZ;INES DIAZ;23
2;2288;equipado instalación último generación incluir gimnasio pista atletismo piscina olímpico cancha especializado además alojamiento atleta;;PARTIDO SOCIEDAD UNIDA MÁS ACCIÓN, SUMA;ENRIQUE GOMEZ;INES DIAZ;23
2;2289;centro alto rendimiento solo ser lugar atleta poder entrenar condición óptimo sino ofrecer programa apoyo integral incluir nutrición fisioterapia psicología deportivo educación continuo;educación;PARTIDO SOCIEDAD UNIDA MÁS ACCIÓN, SUMA;ENRIQUE GOMEZ;INES DIAZ;23
2;2290;objetivo ser proporcionar atleta herramienta necesario competir alto nivel nivel regional internacional;;PARTIDO SOCIEDAD UNIDA MÁS ACCIÓN, SUMA;ENRIQUE GOMEZ;INES DIAZ;23
2;2291;además centro abierto colaboración entrenador experto internacional permitir transferencia conocimiento técnica avanzado atleta entrenador local;;PARTIDO SOCIEDAD UNIDA MÁS ACCIÓN, SUMA;ENRIQUE GOMEZ;INES DIAZ;23
2;2292;asegurar deportista siempre vanguardia término método entrenamiento estrategia competición;;PARTIDO SOCIEDAD UNIDA MÁS ACCIÓN, SUMA;ENRIQUE GOMEZ;INES DIAZ;23
2;2293;sistema deportivo universitario semillero talento tercer pilar plan ser implementación sistema deportivo universitario ecuador inspirado modelo ncaa unidos;;PARTIDO SOCIEDAD UNIDA MÁS ACCIÓN, SUMA;ENRIQUE GOMEZ;INES DIAZ;23
2;2294;sistema permitir joven atleta combinar educación superior carrera deportivo asegurar tener sacrificar formación académico pasión deporte;deporte, educación, educación superior;PARTIDO SOCIEDAD UNIDA MÁS ACCIÓN, SUMA;ENRIQUE GOMEZ;INES DIAZ;23
2;2295;universidad país establecer programa deportivo competitivo ofrecer beca mejor talento deportivo proporcionar instalación entrenamiento alto calidad;;PARTIDO SOCIEDAD UNIDA MÁS ACCIÓN, SUMA;ENRIQUE GOMEZ;INES DIAZ;23
2;2296;programa diseñado desarrollar atleta deporte educación asegurar tener habilidad conocimiento necesario tener éxito cualquiera campo elegir después carrera deportivo;deporte, educación;PARTIDO SOCIEDAD UNIDA MÁS ACCIÓN, SUMA;ENRIQUE GOMEZ;INES DIAZ;23
2;2297;además sistema crear liga universitario nacional equipo diferente universidad competir variedad deporte;deporte;PARTIDO SOCIEDAD UNIDA MÁS ACCIÓN, SUMA;ENRIQUE GOMEZ;INES DIAZ;23
2;2298;liga solo fomentar competitividad espíritu equipo sino proporcionar plataforma talento emergente ser descubierto entrenador reclutador nivel nacional internacional;;PARTIDO SOCIEDAD UNIDA MÁS ACCIÓN, SUMA;ENRIQUE GOMEZ;INES DIAZ;23
2;2299;conclusión futuro brillante deporte ecuador deporte ser actividad físico ser herramienta poderoso desarrollo personal cohesión social promoción salud;deporte, salud, desarrollo;PARTIDO SOCIEDAD UNIDA MÁS ACCIÓN, SUMA;ENRIQUE GOMEZ;INES DIAZ;23
2;2300;plan integral comprometido transformar panorama deportivo ecuador proporcionar joven oportunidad recurso apoyo necesitar sobresalir;;PARTIDO SOCIEDAD UNIDA MÁS ACCIÓN, SUMA;ENRIQUE GOMEZ;INES DIAZ;23
2;2301;invertir educación deportivo edad temprano crear instalación alto rendimiento establecer sistema deportivo universitario robusto solo preparar atleta éxito sino construir sociedad fuerte saludable unido;salud, educación;PARTIDO SOCIEDAD UNIDA MÁS ACCIÓN, SUMA;ENRIQUE GOMEZ;INES DIAZ;23
2;2302;ser hora ecuador convertir referente mundo deporte solo logro pasado sino potencial tener alcanzar nuevo éxito futuro;deporte;PARTIDO SOCIEDAD UNIDA MÁS ACCIÓN, SUMA;ENRIQUE GOMEZ;INES DIAZ;23
2;2303;dedicación inversión enfoque estratégico seguro atleta seguir levantar bandera alto podio inspirar generación futuro llenar orgullo nación;inversión;PARTIDO SOCIEDAD UNIDA MÁS ACCIÓN, SUMA;ENRIQUE GOMEZ;INES DIAZ;23
2;2304;relación exterior relación internacional ecuador bajo actual gobierno último año ecuador haber experimentar serie decisión política exterior haber ser altamente cuestionada nivel nacional internacional;política, gobierno;PARTIDO SOCIEDAD UNIDA MÁS ACCIÓN, SUMA;ENRIQUE GOMEZ;INES DIAZ;23
2;2305;bajo gobierno daniel noboa haber tomar medida haber debilitar significativamente imagen posición ecuador escenario global;gobierno;PARTIDO SOCIEDAD UNIDA MÁS ACCIÓN, SUMA;ENRIQUE GOMEZ;INES DIAZ;23
2;2306;acción polémico ser invasión embajada méxico quito acto contravenir normativa internacional inviolabilidad sed diplomático;;PARTIDO SOCIEDAD UNIDA MÁS ACCIÓN, SUMA;ENRIQUE GOMEZ;INES DIAZ;23
2;2307;incidente solo dañar relación méxico sino generar crisis diplomático afectar reputación ecuador país respetuoso derecho internacional;;PARTIDO SOCIEDAD UNIDA MÁS ACCIÓN, SUMA;ENRIQUE GOMEZ;INES DIAZ;23
2;2308;además falta embajador ecuatoriano unido período prolongado haber ser punto crítico;;PARTIDO SOCIEDAD UNIDA MÁS ACCIÓN, SUMA;ENRIQUE GOMEZ;INES DIAZ;23
2;2309;ausencia representante diplomático país influyente mundo haber limitar capacidad ecuador negociar acuerdo comercial obtener asistencia técnico fortalecer cooperación área clave seguridad desarrollo económico;seguridad, desarrollo;PARTIDO SOCIEDAD UNIDA MÁS ACCIÓN, SUMA;ENRIQUE GOMEZ;INES DIAZ;23
2;2310;omisión reflejar negligencia conducción política exterior malentendido importancia mantener relación diplomático fuerte activo socio estratégico;política;PARTIDO SOCIEDAD UNIDA MÁS ACCIÓN, SUMA;ENRIQUE GOMEZ;INES DIAZ;23
2;2311;gobierno noboa haber caracterizar comentario diplomático hacia líder extranjero haber erosionar aún relación ecuador nación;gobierno;PARTIDO SOCIEDAD UNIDA MÁS ACCIÓN, SUMA;ENRIQUE GOMEZ;INES DIAZ;23
2;2312;lugar fomentar diálogo cooperación declaración haber crear tensión innecesario haber aislar ecuador momento cooperación internacional ser crucial nunca;;PARTIDO SOCIEDAD UNIDA MÁS ACCIÓN, SUMA;ENRIQUE GOMEZ;INES DIAZ;23
2;2313;diplomacia requerir tacto respeto visión estratégico cualidad haber notablemente ausente administración actual;;PARTIDO SOCIEDAD UNIDA MÁS ACCIÓN, SUMA;ENRIQUE GOMEZ;INES DIAZ;23
2;2314;necesidad excelente relación internacional mundo cada vez interconectado ser fundamental ecuador mantener relación internacional robusto respetuoso vecino inmediato nación alrededor mundo;;PARTIDO SOCIEDAD UNIDA MÁS ACCIÓN, SUMA;ENRIQUE GOMEZ;INES DIAZ;23
2;2315;relación diplomático sólido ser base cooperación área crítico comercio seguridad desarrollo sostenible protección derechos humanos;comercio, desarrollo sostenible, seguridad, derechos humanos, desarrollo;PARTIDO SOCIEDAD UNIDA MÁS ACCIÓN, SUMA;ENRIQUE GOMEZ;INES DIAZ;23
2;2316;relación ecuador correr riesgo quedar aislado perder oportunidad valioso mejorar bienestar población;;PARTIDO SOCIEDAD UNIDA MÁS ACCIÓN, SUMA;ENRIQUE GOMEZ;INES DIAZ;23
2;2317;relación vecino inmediato colombia perú ser particularmente importante debido desafío común enfrentar incluir lucha narcotráfico gestión recurso natural compartido promoción integración económico regional;;PARTIDO SOCIEDAD UNIDA MÁS ACCIÓN, SUMA;ENRIQUE GOMEZ;INES DIAZ;23
2;2318;cooperación efectivo país poder ayudar abordar problema transnacional afectar directamente seguridad estabilidad ecuador;seguridad;PARTIDO SOCIEDAD UNIDA MÁS ACCIÓN, SUMA;ENRIQUE GOMEZ;INES DIAZ;23
2;2319;además fortalecer relación poder abrir nuevo oportunidad comercio inversión beneficiar economía país involucrado;economía, inversión, comercio;PARTIDO SOCIEDAD UNIDA MÁS ACCIÓN, SUMA;ENRIQUE GOMEZ;INES DIAZ;23
2;2320;allá vecino ser crucial ecuador mantener relación diplomático fuerte potencia global organización internacional;;PARTIDO SOCIEDAD UNIDA MÁS ACCIÓN, SUMA;ENRIQUE GOMEZ;INES DIAZ;23
2;2321;relación solo facilitar acceso mercado internacional financiamiento desarrollo sino permitir ecuador desempeñar papel activo formulación política global área cambio climático derechos humanos gobernanza global;gobernanza, cambio climático, política, derechos humanos, desarrollo;PARTIDO SOCIEDAD UNIDA MÁS ACCIÓN, SUMA;ENRIQUE GOMEZ;INES DIAZ;23
2;2322;participar activamente foro internacional ecuador poder influir decisión afectar directamente interés nacional contribuir construcción mundo justo equitativo;;PARTIDO SOCIEDAD UNIDA MÁS ACCIÓN, SUMA;ENRIQUE GOMEZ;INES DIAZ;23
2;2323;organización internacional rol ecuador ecuador ser miembro diverso organización internacional jugar papel crucial desarrollo económico político social;desarrollo;PARTIDO SOCIEDAD UNIDA MÁS ACCIÓN, SUMA;ENRIQUE GOMEZ;INES DIAZ;23
2;2324;organización encontrar organización naciones unidas onu organización americano oea comunidad andino can banco interamericano desarrollo bid fondo monetario internacional fmi;desarrollo;PARTIDO SOCIEDAD UNIDA MÁS ACCIÓN, SUMA;ENRIQUE GOMEZ;INES DIAZ;23
2;2325;cada organización ofrecer plataforma recurso ecuador poder aprovechar promover crecimiento económico mejorar seguridad nacional;seguridad;PARTIDO SOCIEDAD UNIDA MÁS ACCIÓN, SUMA;ENRIQUE GOMEZ;INES DIAZ;23
2;2326;organización naciones unidas onu miembro onu ecuador tener oportunidad participar toma decisión global tema crucial paz seguridad desarrollo sostenible derechos humanos;desarrollo sostenible, seguridad, derechos humanos, desarrollo;PARTIDO SOCIEDAD UNIDA MÁS ACCIÓN, SUMA;ENRIQUE GOMEZ;INES DIAZ;23
2;2327;onu ofrecer ecuador espacio abogar interés contribuir solución problema global;;PARTIDO SOCIEDAD UNIDA MÁS ACCIÓN, SUMA;ENRIQUE GOMEZ;INES DIAZ;23
2;2328;ecuador deber fortalecer participación diferente órgano onu consejo seguridad asamblea general asegurar prioridad ser escuchada considerado formulación política global;política, seguridad;PARTIDO SOCIEDAD UNIDA MÁS ACCIÓN, SUMA;ENRIQUE GOMEZ;INES DIAZ;23
2;2329;además ser fundamental ecuador trabaje implementación objetivo desarrollo sostenible ods utilizar recurso apoyo técnico onu ofrecer;desarrollo sostenible, desarrollo;PARTIDO SOCIEDAD UNIDA MÁS ACCIÓN, SUMA;ENRIQUE GOMEZ;INES DIAZ;23
2;2330;organización americano oeir oea ser plataforma clave cooperación regional américa;;PARTIDO SOCIEDAD UNIDA MÁS ACCIÓN, SUMA;ENRIQUE GOMEZ;INES DIAZ;23
2;2331;través oea ecuador poder colaborar país hemisferio área defensa democracia protección derechos humanos seguridad regional;democracia, seguridad, derechos humanos;PARTIDO SOCIEDAD UNIDA MÁS ACCIÓN, SUMA;ENRIQUE GOMEZ;INES DIAZ;23
2;2332;ser importante ecuador participar activamente iniciativa oea fortalecer democracia derecho región tiempo buscar solución colectivo desafío seguridad narcotráfico delincuencia organizado;democracia, seguridad;PARTIDO SOCIEDAD UNIDA MÁS ACCIÓN, SUMA;ENRIQUE GOMEZ;INES DIAZ;23
2;2333;además oea ofrecer oportunidad intercambio mejor práctica cooperación técnico poder ser fundamental desarrollo política público efectivo ecuador;política, desarrollo;PARTIDO SOCIEDAD UNIDA MÁS ACCIÓN, SUMA;ENRIQUE GOMEZ;INES DIAZ;23
2;2334;comunidad andino can comunidad andino ser bloque regional agrupar bolivia colombia ecuador perú promover integración económico desarrollo sostenible región andino;desarrollo sostenible, desarrollo;PARTIDO SOCIEDAD UNIDA MÁS ACCIÓN, SUMA;ENRIQUE GOMEZ;INES DIAZ;23
2;2335;ecuador deber trabajar fortalecer can mecanismo integración regional aprovechar oportunidad ofrecer comercio intrarregional armonización política económico cooperación infraestructura transporte;política, transporte, comercio, infraestructura;PARTIDO SOCIEDAD UNIDA MÁS ACCIÓN, SUMA;ENRIQUE GOMEZ;INES DIAZ;23
2;2336;can poder ser plataforma abordar problema transfronterizo gestión recurso natural migración;;PARTIDO SOCIEDAD UNIDA MÁS ACCIÓN, SUMA;ENRIQUE GOMEZ;INES DIAZ;23
2;2337;fortalecer papel can ecuador poder beneficiar él mercado ampliado mayor cooperación área clave desarrollo;desarrollo;PARTIDO SOCIEDAD UNIDA MÁS ACCIÓN, SUMA;ENRIQUE GOMEZ;INES DIAZ;23
2;2338;banco interamericano desarrollo bid fondo monetario internacional fmi bid fmi ser institución financiero internacional ofrecer financiamiento asistencia técnico proyecto desarrollo américa latino caribe;desarrollo;PARTIDO SOCIEDAD UNIDA MÁS ACCIÓN, SUMA;ENRIQUE GOMEZ;INES DIAZ;23
2;2339;ecuador deber aprovechar recurso institución ofrecer financiar proyecto infraestructura educación salud sostenibilidad ambiental;infraestructura, salud, educación, sostenibilidad;PARTIDO SOCIEDAD UNIDA MÁS ACCIÓN, SUMA;ENRIQUE GOMEZ;INES DIAZ;23
2;2340;embargo ser crucial recurso utilizar manera transparente responsable asegurar proyecto financiado realmente contribuir desarrollo sostenible bienestar población ecuatoriano;desarrollo sostenible, desarrollo;PARTIDO SOCIEDAD UNIDA MÁS ACCIÓN, SUMA;ENRIQUE GOMEZ;INES DIAZ;23
2;2341;además ecuador deber participar activamente discusión reforma nivel global promover sistema financiero internacional justo equitativo;;PARTIDO SOCIEDAD UNIDA MÁS ACCIÓN, SUMA;ENRIQUE GOMEZ;INES DIAZ;23
2;2342;mejora vida migrant ecuatoriano extranjero aspecto importante política exterior ecuador deber ser protección apoyo millón ecuatoriano vivir extranjero;política;PARTIDO SOCIEDAD UNIDA MÁS ACCIÓN, SUMA;ENRIQUE GOMEZ;INES DIAZ;23
2;2343;diáspora ecuatoriano contribuir significativamente economía nacional través remesa enfrentar desafío considerable país residencia incluir barrera acceder servicio básico dificultad obtener documentación oficial falta oportunidad integrar él plenamente comunidad;economía;PARTIDO SOCIEDAD UNIDA MÁS ACCIÓN, SUMA;ENRIQUE GOMEZ;INES DIAZ;23
2;2344;atención consular expedición documento mejorar vida migrant ecuatoriano ser esencial gobierno fortalecer servicio consular asegurar ecuatoriano extranjero recir atención oportuno calidad;gobierno;PARTIDO SOCIEDAD UNIDA MÁS ACCIÓN, SUMA;ENRIQUE GOMEZ;INES DIAZ;23
2;2345;incluir agilización emisión documento pasaporte cédula certificado así provisión asesoría legal apoyo situación emergencia;;PARTIDO SOCIEDAD UNIDA MÁS ACCIÓN, SUMA;ENRIQUE GOMEZ;INES DIAZ;23
2;2346;además deber establecer mecanismo consulado poder proporcionar servicio manera eficiente utilizar tecnología digital reducir tiempo espera mejorar comunicación migrant;tecnología;PARTIDO SOCIEDAD UNIDA MÁS ACCIÓN, SUMA;ENRIQUE GOMEZ;INES DIAZ;23
2;2347;acceso programa capacitación empleo extranjero aspecto clave ser trabajar gobierno país acogida facilitar acceso migrant ecuatoriano programa capacitación empleo;gobierno, empleo;PARTIDO SOCIEDAD UNIDA MÁS ACCIÓN, SUMA;ENRIQUE GOMEZ;INES DIAZ;23
2;2348;incluir negociación acuerdo permitir migrant acceder curso idioma formación técnico profesional programa integración laboral;;PARTIDO SOCIEDAD UNIDA MÁS ACCIÓN, SUMA;ENRIQUE GOMEZ;INES DIAZ;23
2;2349;mejorar habilidad competencia migrant solo facilitar integración mercado laboral sino mejorar oportunidad éxito bienestar extranjero;;PARTIDO SOCIEDAD UNIDA MÁS ACCIÓN, SUMA;ENRIQUE GOMEZ;INES DIAZ;23
